sample_id,model,temperature,repeat,target_description,ground_truth_object_id,predicted_object_id,correct,generated_output_text,decision_token_count,raw_log_probability,raw_sequence_likelihood
task_01_cream_cheese_state_00,gpt-4.1-mini-2025-04-14,0.5,2,cream cheese,object_006,object_006,True,F,1,-1.0921942703134846e-05,0.999989078116941
task_01_cream_cheese_state_00,gpt-4.1-mini-2025-04-14,0.0,0,cream cheese,object_006,object_006,True,F,1,-0.0001025895617203787,0.9998974157004088
task_01_cream_cheese_state_00,gpt-4.1-mini-2025-04-14,0.0,1,cream cheese,object_006,object_006,True,F,1,-1.0921942703134846e-05,0.999989078116941
task_01_cream_cheese_state_00,gpt-4.1-mini-2025-04-14,0.0,2,cream cheese,object_006,object_006,True,F,1,-4.36574100604048e-06,0.9999956342685238
task_01_cream_cheese_state_00,gpt-4.1-mini-2025-04-14,1.0,0,cream cheese,object_006,object_006,True,F,1,-4.36574100604048e-06,0.9999956342685238
task_01_cream_cheese_state_00,gpt-4.1-mini-2025-04-14,1.0,1,cream cheese,object_006,object_006,True,F,1,-4.842555426876061e-06,0.9999951574562983
task_01_cream_cheese_state_00,gpt-4.1-mini-2025-04-14,1.0,2,cream cheese,object_006,object_006,True,F,1,-1.0921942703134846e-05,0.999989078116941
task_01_cream_cheese_state_00,gpt-4o-2024-08-06,0.5,0,cream cheese,object_006,object_006,True,F,1,-0.2778289020061493,0.7574264045666302
task_01_cream_cheese_state_00,gpt-4o-2024-08-06,0.5,1,cream cheese,object_006,object_006,True,F,1,-0.5814602971076965,0.5590813452921929
task_01_cream_cheese_state_00,gpt-4o-2024-08-06,0.5,2,cream cheese,object_006,object_006,True,F,1,-0.5846428871154785,0.5573048470214458
task_01_cream_cheese_state_00,gpt-4o-2024-08-06,0.0,0,cream cheese,object_006,,False,N,1,-0.5759131908416748,0.5621912464275151
task_01_cream_cheese_state_00,gpt-4o-2024-08-06,0.0,1,cream cheese,object_006,object_006,True,F,1,-0.5814602971076965,0.5590813452921929
task_01_cream_cheese_state_00,gpt-4o-2024-08-06,0.0,2,cream cheese,object_006,object_006,True,F,1,-0.5814602971076965,0.5590813452921929
task_01_cream_cheese_state_00,gpt-4o-2024-08-06,1.0,0,cream cheese,object_006,,False,N,1,-0.8627102971076965,0.4220167401598377
task_01_cream_cheese_state_00,gpt-4o-2024-08-06,1.0,1,cream cheese,object_006,,False,N,1,-1.0633981227874756,0.34528050898621776
task_01_cream_cheese_state_00,gpt-4o-2024-08-06,1.0,2,cream cheese,object_006,object_006,True,F,1,-0.5814602971076965,0.5590813452921929
task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,0.5,0,cream cheese,object_006,object_006,True,F,1,0.0,1.0
task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,0.5,1,cream cheese,object_006,object_006,True,F,1,0.0,1.0
task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,0.5,2,cream cheese,object_006,object_006,True,F,1,0.0,1.0
task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,0.0,0,cream cheese,object_006,object_006,True,F,1,0.0,1.0
task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,0.0,1,cream cheese,object_006,object_006,True,F,1,0.0,1.0
task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,0.0,2,cream cheese,object_006,object_006,True,F,1,0.0,1.0
task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,1.0,0,cream cheese,object_006,object_006,True,F,1,0.0,1.0
task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,1.0,1,cream cheese,object_006,object_006,True,F,1,0.0,1.0
task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,1.0,2,cream cheese,object_006,object_006,True,F,1,0.0,1.0
task_01_cream_cheese_state_01,gpt-4o-2024-08-06,0.5,0,cream cheese,object_006,,False,N,1,-0.00015908108616713434,0.999840931566558
task_01_cream_cheese_state_01,gpt-4o-2024-08-06,0.5,1,cream cheese,object_006,,False,N,1,-0.00033522743615321815,0.9996648287462856
task_01_cream_cheese_state_01,gpt-4o-2024-08-06,0.5,2,cream cheese,object_006,,False,N,1,-0.0006071255193091929,0.9993930587440967
task_01_cream_cheese_state_01,gpt-4o-2024-08-06,0.0,0,cream cheese,object_006,,False,N,1,-0.0005812693270854652,0.999418899577202
task_01_cream_cheese_state_01,gpt-4o-2024-08-06,0.0,1,cream cheese,object_006,,False,N,1,-0.00015908108616713434,0.999840931566558
task_01_cream_cheese_state_01,gpt-4o-2024-08-06,0.0,2,cream cheese,object_006,,False,N,1,-0.00015908108616713434,0.999840931566558
task_01_cream_cheese_state_01,gpt-4o-2024-08-06,1.0,0,cream cheese,object_006,,False,N,1,-0.00015908108616713434,0.999840931566558
task_01_cream_cheese_state_01,gpt-4o-2024-08-06,1.0,1,cream cheese,object_006,,False,N,1,-0.00015908108616713434,0.999840931566558
task_01_cream_cheese_state_01,gpt-4o-2024-08-06,1.0,2,cream cheese,object_006,,False,N,1,-0.0003277176001574844,0.9996723360933897
task_02_salad_dressing_state_00,gpt-4.1-mini-2025-04-14,0.5,0,salad dressing,object_003,object_003,True,C,1,0.0,1.0
task_02_salad_dressing_state_00,gpt-4.1-mini-2025-04-14,0.5,1,salad dressing,object_003,object_003,True,C,1,0.0,1.0
task_02_salad_dressing_state_00,gpt-4.1-mini-2025-04-14,0.5,2,salad dressing,object_003,object_003,True,C,1,0.0,1.0
task_02_salad_dressing_state_00,gpt-4.1-mini-2025-04-14,0.0,0,salad dressing,object_003,object_003,True,C,1,0.0,1.0
task_02_salad_dressing_state_00,gpt-4.1-mini-2025-04-14,0.0,1,salad dressing,object_003,object_003,True,C,1,0.0,1.0
task_02_salad_dressing_state_00,gpt-4.1-mini-2025-04-14,0.0,2,salad dressing,object_003,object_003,True,C,1,0.0,1.0
task_02_salad_dressing_state_00,gpt-4.1-mini-2025-04-14,1.0,0,salad dressing,object_003,object_003,True,C,1,0.0,1.0
task_02_salad_dressing_state_00,gpt-4.1-mini-2025-04-14,1.0,1,salad dressing,object_003,object_003,True,C,1,0.0,1.0
task_02_salad_dressing_state_00,gpt-4.1-mini-2025-04-14,1.0,2,salad dressing,object_003,object_003,True,C,1,0.0,1.0
task_02_salad_dressing_state_00,gpt-4o-2024-08-06,0.5,0,salad dressing,object_003,object_003,True,C,1,-5.2166411478538066e-05,0.9999478349491651
task_02_salad_dressing_state_00,gpt-4o-2024-08-06,0.5,1,salad dressing,object_003,object_003,True,C,1,-8.41129949549213e-05,0.9999158905424439
task_02_salad_dressing_state_00,gpt-4o-2024-08-06,0.5,2,salad dressing,object_003,object_003,True,C,1,-8.41129949549213e-05,0.9999158905424439
task_02_salad_dressing_state_00,gpt-4o-2024-08-06,0.0,0,salad dressing,object_003,object_003,True,C,1,-4.656383680412546e-05,0.9999534372472745
task_02_salad_dressing_state_00,gpt-4o-2024-08-06,0.0,1,salad dressing,object_003,object_003,True,C,1,-4.656383680412546e-05,0.9999534372472745
task_02_salad_dressing_state_00,gpt-4o-2024-08-06,0.0,2,salad dressing,object_003,object_003,True,C,1,-4.656383680412546e-05,0.9999534372472745
task_02_salad_dressing_state_00,gpt-4o-2024-08-06,1.0,0,salad dressing,object_003,object_003,True,C,1,-4.656383680412546e-05,0.9999534372472745
task_02_salad_dressing_state_00,gpt-4o-2024-08-06,1.0,1,salad dressing,object_003,object_003,True,C,1,-4.656383680412546e-05,0.9999534372472745
task_02_salad_dressing_state_00,gpt-4o-2024-08-06,1.0,2,salad dressing,object_003,object_003,True,C,1,-8.41129949549213e-05,0.9999158905424439
task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,0.5,0,salad dressing,object_003,object_003,True,C,1,-3.128163257315464e-07,0.9999996871837232
task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,0.5,1,salad dressing,object_003,object_003,True,C,1,0.0,1.0
task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,0.5,2,salad dressing,object_003,object_003,True,C,1,-5.512236498361744e-07,0.999999448776502
task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,0.0,0,salad dressing,object_003,object_003,True,C,1,-3.128163257315464e-07,0.9999996871837232
task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,0.0,1,salad dressing,object_003,object_003,True,C,1,-3.128163257315464e-07,0.9999996871837232
task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,0.0,2,salad dressing,object_003,object_003,True,C,1,-5.512236498361744e-07,0.999999448776502
task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,1.0,0,salad dressing,object_003,object_003,True,C,1,-5.512236498361744e-07,0.999999448776502
task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,1.0,1,salad dressing,object_003,object_003,True,C,1,-1.9361264946837764e-07,0.9999998063873693
task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,1.0,2,salad dressing,object_003,object_003,True,C,1,0.0,1.0
task_02_salad_dressing_state_01,gpt-4o-2024-08-06,0.5,0,salad dressing,object_003,object_003,True,C,1,-8.2994620242971e-06,0.9999917005724162
task_02_salad_dressing_state_01,gpt-4o-2024-08-06,0.5,1,salad dressing,object_003,object_003,True,C,1,-8.2994620242971e-06,0.9999917005724162
task_02_salad_dressing_state_01,gpt-4o-2024-08-06,0.5,2,salad dressing,object_003,object_003,True,C,1,-2.3438327843905427e-05,0.9999765619468316
task_02_salad_dressing_state_01,gpt-4o-2024-08-06,0.0,0,salad dressing,object_003,object_003,True,C,1,-8.2994620242971e-06,0.9999917005724162
task_02_salad_dressing_state_01,gpt-4o-2024-08-06,0.0,1,salad dressing,object_003,object_003,True,C,1,-2.3438327843905427e-05,0.9999765619468316
task_02_salad_dressing_state_01,gpt-4o-2024-08-06,0.0,2,salad dressing,object_003,object_003,True,C,1,-2.3438327843905427e-05,0.9999765619468316
task_02_salad_dressing_state_01,gpt-4o-2024-08-06,1.0,0,salad dressing,object_003,object_003,True,C,1,-2.951771421066951e-05,0.9999704827214327
task_02_salad_dressing_state_01,gpt-4o-2024-08-06,1.0,1,salad dressing,object_003,object_003,True,C,1,-2.3438327843905427e-05,0.9999765619468316
task_02_salad_dressing_state_01,gpt-4o-2024-08-06,1.0,2,salad dressing,object_003,object_003,True,C,1,-2.3438327843905427e-05,0.9999765619468316
task_03_bbq_sauce_state_00,gpt-4.1-mini-2025-04-14,0.5,0,bbq sauce,object_005,object_005,True,E,1,0.0,1.0
task_03_bbq_sauce_state_00,gpt-4.1-mini-2025-04-14,0.5,1,bbq sauce,object_005,object_005,True,E,1,0.0,1.0
task_03_bbq_sauce_state_00,gpt-4.1-mini-2025-04-14,0.5,2,bbq sauce,object_005,object_005,True,E,1,0.0,1.0
task_03_bbq_sauce_state_00,gpt-4.1-mini-2025-04-14,0.0,0,bbq sauce,object_005,object_005,True,E,1,0.0,1.0
task_03_bbq_sauce_state_00,gpt-4.1-mini-2025-04-14,0.0,1,bbq sauce,object_005,object_005,True,E,1,0.0,1.0
task_03_bbq_sauce_state_00,gpt-4.1-mini-2025-04-14,0.0,2,bbq sauce,object_005,object_005,True,E,1,0.0,1.0
task_03_bbq_sauce_state_00,gpt-4.1-mini-2025-04-14,1.0,0,bbq sauce,object_005,object_005,True,E,1,0.0,1.0
task_03_bbq_sauce_state_00,gpt-4.1-mini-2025-04-14,1.0,1,bbq sauce,object_005,object_005,True,E,1,0.0,1.0
task_03_bbq_sauce_state_00,gpt-4.1-mini-2025-04-14,1.0,2,bbq sauce,object_005,object_005,True,E,1,0.0,1.0
task_03_bbq_sauce_state_00,gpt-4o-2024-08-06,0.5,0,bbq sauce,object_005,object_005,True,E,1,-0.6963083148002625,0.4984219284419679
task_03_bbq_sauce_state_00,gpt-4o-2024-08-06,0.5,1,bbq sauce,object_005,object_006,False,F,1,-0.6655433773994446,0.5139941590027373
task_03_bbq_sauce_state_00,gpt-4o-2024-08-06,0.5,2,bbq sauce,object_005,object_005,True,E,1,-0.7447752356529236,0.4748410152773255
task_03_bbq_sauce_state_00,gpt-4o-2024-08-06,0.0,0,bbq sauce,object_005,object_006,False,F,1,-0.6654482483863831,0.514043057085579
task_03_bbq_sauce_state_00,gpt-4o-2024-08-06,0.0,1,bbq sauce,object_005,object_005,True,E,1,-0.6963083148002625,0.4984219284419679
task_03_bbq_sauce_state_00,gpt-4o-2024-08-06,0.0,2,bbq sauce,object_005,object_005,True,E,1,-0.5781739354133606,0.5609217112070465
task_03_bbq_sauce_state_00,gpt-4o-2024-08-06,1.0,0,bbq sauce,object_005,object_005,True,E,1,-0.6963083148002625,0.4984219284419679
task_03_bbq_sauce_state_00,gpt-4o-2024-08-06,1.0,1,bbq sauce,object_005,object_005,True,E,1,-0.7447752356529236,0.4748410152773255
task_03_bbq_sauce_state_00,gpt-4o-2024-08-06,1.0,2,bbq sauce,object_005,object_005,True,E,1,-0.7292019724845886,0.482293720216414
task_03_bbq_sauce_state_01,gpt-4.1-mini-2025-04-14,0.5,0,bbq sauce,object_005,object_005,True,E,1,-1.306760805164231e-05,0.9999869324773292
task_03_bbq_sauce_state_01,gpt-4.1-mini-2025-04-14,0.5,1,bbq sauce,object_005,object_005,True,E,1,-6.2729995988775045e-06,0.9999937270200764
task_03_bbq_sauce_state_01,gpt-4.1-mini-2025-04-14,0.5,2,bbq sauce,object_005,object_005,True,E,1,-1.306760805164231e-05,0.9999869324773292
task_03_bbq_sauce_state_01,gpt-4.1-mini-2025-04-14,0.0,0,bbq sauce,object_005,object_005,True,E,1,-1.8624639324116288e-06,0.999998137537802
task_03_bbq_sauce_state_01,gpt-4.1-mini-2025-04-14,0.0,1,bbq sauce,object_005,object_005,True,E,1,-1.8624639324116288e-06,0.999998137537802
task_03_bbq_sauce_state_01,gpt-4.1-mini-2025-04-14,0.0,2,bbq sauce,object_005,object_005,True,E,1,-6.2729995988775045e-06,0.9999937270200764
task_03_bbq_sauce_state_01,gpt-4.1-mini-2025-04-14,1.0,0,bbq sauce,object_005,object_005,True,E,1,-2.339278580620885e-06,0.9999976607241555
task_03_bbq_sauce_state_01,gpt-4.1-mini-2025-04-14,1.0,1,bbq sauce,object_005,object_005,True,E,1,-1.8624639324116288e-06,0.999998137537802
task_03_bbq_sauce_state_01,gpt-4.1-mini-2025-04-14,1.0,2,bbq sauce,object_005,object_005,True,E,1,-2.339278580620885e-06,0.9999976607241555
task_03_bbq_sauce_state_01,gpt-4o-2024-08-06,0.5,0,bbq sauce,object_005,object_006,False,F,1,-1.2474392652511597,0.28723939980944735
task_03_bbq_sauce_state_01,gpt-4o-2024-08-06,0.5,1,bbq sauce,object_005,object_005,True,E,1,-0.34118929505348206,0.7109243210110989
task_03_bbq_sauce_state_01,gpt-4o-2024-08-06,0.5,2,bbq sauce,object_005,object_005,True,E,1,-0.34118929505348206,0.7109243210110989
task_03_bbq_sauce_state_01,gpt-4o-2024-08-06,0.0,0,bbq sauce,object_005,object_005,True,E,1,-0.45496684312820435,0.6344690046069155
task_03_bbq_sauce_state_01,gpt-4o-2024-08-06,0.0,1,bbq sauce,object_005,object_005,True,E,1,-0.34118929505348206,0.7109243210110989
task_03_bbq_sauce_state_01,gpt-4o-2024-08-06,0.0,2,bbq sauce,object_005,object_005,True,E,1,-0.40512970089912415,0.6668903089762184
task_03_bbq_sauce_state_01,gpt-4o-2024-08-06,1.0,0,bbq sauce,object_005,object_006,False,F,1,-1.2474392652511597,0.28723939980944735
task_03_bbq_sauce_state_01,gpt-4o-2024-08-06,1.0,1,bbq sauce,object_005,object_006,False,F,1,-1.3386316299438477,0.26220421560910706
task_03_bbq_sauce_state_01,gpt-4o-2024-08-06,1.0,2,bbq sauce,object_005,object_006,False,F,1,-1.8314144611358643,0.16018682941199378
task_04_ketchup_state_00,gpt-4.1-mini-2025-04-14,0.5,0,ketchup,object_003,object_003,True,C,1,0.0,1.0
task_04_ketchup_state_00,gpt-4.1-mini-2025-04-14,0.5,1,ketchup,object_003,object_003,True,C,1,0.0,1.0
task_04_ketchup_state_00,gpt-4.1-mini-2025-04-14,0.5,2,ketchup,object_003,object_003,True,C,1,0.0,1.0
task_04_ketchup_state_00,gpt-4.1-mini-2025-04-14,0.0,0,ketchup,object_003,object_003,True,C,1,0.0,1.0
task_04_ketchup_state_00,gpt-4.1-mini-2025-04-14,0.0,1,ketchup,object_003,object_003,True,C,1,0.0,1.0
task_04_ketchup_state_00,gpt-4.1-mini-2025-04-14,0.0,2,ketchup,object_003,object_003,True,C,1,0.0,1.0
task_04_ketchup_state_00,gpt-4.1-mini-2025-04-14,1.0,0,ketchup,object_003,object_003,True,C,1,0.0,1.0
task_04_ketchup_state_00,gpt-4.1-mini-2025-04-14,1.0,1,ketchup,object_003,object_003,True,C,1,0.0,1.0
task_04_ketchup_state_00,gpt-4.1-mini-2025-04-14,1.0,2,ketchup,object_003,object_003,True,C,1,0.0,1.0
task_04_ketchup_state_00,gpt-4o-2024-08-06,0.5,0,ketchup,object_003,object_003,True,C,1,-1.2352385965641588e-05,0.9999876476903248
task_04_ketchup_state_00,gpt-4o-2024-08-06,0.5,1,ketchup,object_003,object_003,True,C,1,-1.0802738870552275e-05,0.9999891973194788
task_04_ketchup_state_00,gpt-4o-2024-08-06,0.5,2,ketchup,object_003,object_003,True,C,1,-1.0802738870552275e-05,0.9999891973194788
task_04_ketchup_state_00,gpt-4o-2024-08-06,0.0,0,ketchup,object_003,object_003,True,C,1,-8.65707261255011e-06,0.9999913429648598
task_04_ketchup_state_00,gpt-4o-2024-08-06,0.0,1,ketchup,object_003,object_003,True,C,1,-1.0802738870552275e-05,0.9999891973194788
task_04_ketchup_state_00,gpt-4o-2024-08-06,0.0,2,ketchup,object_003,object_003,True,C,1,-1.2352385965641588e-05,0.9999876476903248
task_04_ketchup_state_00,gpt-4o-2024-08-06,1.0,0,ketchup,object_003,object_003,True,C,1,-1.0802738870552275e-05,0.9999891973194788
task_04_ketchup_state_00,gpt-4o-2024-08-06,1.0,1,ketchup,object_003,object_003,True,C,1,-1.0802738870552275e-05,0.9999891973194788
task_04_ketchup_state_00,gpt-4o-2024-08-06,1.0,2,ketchup,object_003,object_003,True,C,1,-1.0802738870552275e-05,0.9999891973194788
task_04_ketchup_state_01,gpt-4.1-mini-2025-04-14,0.5,0,ketchup,object_002,object_002,True,B,1,0.0,1.0
task_04_ketchup_state_01,gpt-4.1-mini-2025-04-14,0.5,1,ketchup,object_002,object_002,True,B,1,0.0,1.0
task_04_ketchup_state_01,gpt-4.1-mini-2025-04-14,0.5,2,ketchup,object_002,object_002,True,B,1,0.0,1.0
task_04_ketchup_state_01,gpt-4.1-mini-2025-04-14,0.0,0,ketchup,object_002,object_002,True,B,1,0.0,1.0
task_04_ketchup_state_01,gpt-4.1-mini-2025-04-14,0.0,1,ketchup,object_002,object_002,True,B,1,0.0,1.0
task_04_ketchup_state_01,gpt-4.1-mini-2025-04-14,0.0,2,ketchup,object_002,object_002,True,B,1,0.0,1.0
task_04_ketchup_state_01,gpt-4.1-mini-2025-04-14,1.0,0,ketchup,object_002,object_002,True,B,1,0.0,1.0
task_04_ketchup_state_01,gpt-4.1-mini-2025-04-14,1.0,1,ketchup,object_002,object_002,True,B,1,0.0,1.0
task_04_ketchup_state_01,gpt-4.1-mini-2025-04-14,1.0,2,ketchup,object_002,object_002,True,B,1,0.0,1.0
task_04_ketchup_state_01,gpt-4o-2024-08-06,0.5,0,ketchup,object_002,object_002,True,B,1,-0.0019984657410532236,0.998003529862003
task_04_ketchup_state_01,gpt-4o-2024-08-06,0.5,1,ketchup,object_002,object_002,True,B,1,-0.0019984657410532236,0.998003529862003
task_04_ketchup_state_01,gpt-4o-2024-08-06,0.5,2,ketchup,object_002,object_002,True,B,1,-0.0019984657410532236,0.998003529862003
task_04_ketchup_state_01,gpt-4o-2024-08-06,0.0,0,ketchup,object_002,object_002,True,B,1,-0.001295000547543168,0.9987058376038247
task_04_ketchup_state_01,gpt-4o-2024-08-06,0.0,1,ketchup,object_002,object_002,True,B,1,-0.0019984657410532236,0.998003529862003
task_04_ketchup_state_01,gpt-4o-2024-08-06,0.0,2,ketchup,object_002,object_002,True,B,1,-0.0019984657410532236,0.998003529862003
task_04_ketchup_state_01,gpt-4o-2024-08-06,1.0,0,ketchup,object_002,object_002,True,B,1,-0.0019984657410532236,0.998003529862003
task_04_ketchup_state_01,gpt-4o-2024-08-06,1.0,1,ketchup,object_002,object_002,True,B,1,-0.0019984657410532236,0.998003529862003
task_04_ketchup_state_01,gpt-4o-2024-08-06,1.0,2,ketchup,object_002,object_002,True,B,1,-0.0011079480173066258,0.998892665530484
task_05_tomato_sauce_state_00,gpt-4.1-mini-2025-04-14,0.5,0,tomato sauce,object_003,object_006,False,F,1,-0.00046045915223658085,0.9995396468428095
task_05_tomato_sauce_state_00,gpt-4.1-mini-2025-04-14,0.5,1,tomato sauce,object_003,object_006,False,F,1,-2.856408536899835e-05,0.9999714363225806
task_05_tomato_sauce_state_00,gpt-4.1-mini-2025-04-14,0.5,2,tomato sauce,object_003,object_006,False,F,1,-2.856408536899835e-05,0.9999714363225806
task_05_tomato_sauce_state_00,gpt-4.1-mini-2025-04-14,0.0,0,tomato sauce,object_003,object_006,False,F,1,-0.00023858259373810142,0.9997614458648256
task_05_tomato_sauce_state_00,gpt-4.1-mini-2025-04-14,0.0,1,tomato sauce,object_003,object_006,False,F,1,-2.856408536899835e-05,0.9999714363225806
task_05_tomato_sauce_state_00,gpt-4.1-mini-2025-04-14,0.0,2,tomato sauce,object_003,object_006,False,F,1,-2.856408536899835e-05,0.9999714363225806
