sample_id,partition,task_index,initial_state_index,target_description,ground_truth_object_id,input_sha256,localization_sha256,condition,provider,model,generated_output_text,choice,predicted_object_id,explanation,explanation_word_count,format_valid,decision_tokens,decision_token_count,output_token_count,raw_log_probability,raw_sequence_likelihood,decision_character_span,correct,score_type,candidate_map,image_sha256,request_sha256,response_path,response_sha256
task_03_bbq_sauce_state_00,calibration,3,0,bbq sauce,object_005,b28c444e108b5aecd7a9d9a999d378dd5ade05dabfdbd98c149255523bcf121d,0916e75bd13552776a79995f27ffc64fae4b82ebed9c01a8b49d916b6e5665ca,label_only,openai,gpt-4.1-mini-2025-04-14,E,E,object_005,,0,True,"[{""index"":0,""token"":""E"",""logprob"":0.0}]",1,1,0.0,1.0,"[0,1]",True,raw_label_likelihood,"{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",8c1b5c16907973f9e5c3af8eda0f0fec644e535ddadc7267be0bd7f64a734849,409b806bd4a9cd6b225940f1224e832a3d853d34c80c2ed99f677139035995b3,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_pilot/responses/task_03_bbq_sauce_state_00_label_only.json,8d33b62464114717223d38870ecc7ee4dff046c35c337cf921ca1a84f5900a63
task_03_bbq_sauce_state_00,calibration,3,0,bbq sauce,object_005,b28c444e108b5aecd7a9d9a999d378dd5ade05dabfdbd98c149255523bcf121d,0916e75bd13552776a79995f27ffc64fae4b82ebed9c01a8b49d916b6e5665ca,label_then_evidence,openai,gpt-4.1-mini-2025-04-14,"E
The label on this bottle clearly reads ""BBQ Sauce"" in red and yellow colors.",E,object_005,"The label on this bottle clearly reads ""BBQ Sauce"" in red and yellow colors.",14,True,"[{""index"":0,""token"":""E"",""logprob"":-3.7697225252486533e-06}]",1,20,-3.7697225252486533e-06,0.9999962302845802,"[0,1]",True,raw_label_likelihood,"{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",8c1b5c16907973f9e5c3af8eda0f0fec644e535ddadc7267be0bd7f64a734849,a6a45b2a74509f979c02af839d082b402dfd7ba100c2d38c0dfce45b493d8467,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_pilot/responses/task_03_bbq_sauce_state_00_label_then_evidence.json,f24970b5d0b78da206ecdd197c9aafc6d1f01a76ce267b4c09e73809d751b1a0
task_04_ketchup_state_00,calibration,4,0,ketchup,object_003,d0ce0dab08d12ebadc2949e3016a9dec858f4dd107b55aeb908245b25e3a76ed,202a3b5620a98ca475ce0a98b20de6481ee9400ad8f710311b238a580fcf5b91,evidence_then_label,openai,gpt-4.1-mini-2025-04-14,"The bottle labeled ""Tomato Ketchup"" clearly identifies candidate C as ketchup.  
C",C,object_003,"The bottle labeled ""Tomato Ketchup"" clearly identifies candidate C as ketchup.",11,True,"[{""index"":17,""token"":""C"",""logprob"":0.0}]",1,18,0.0,1.0,"[81,82]",True,raw_label_likelihood,"{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",cd5f42cc3b32279a630675eb95b59ab0f2b5316d09155ab0f2b779a7b0f6227c,30aa2a09c3f5adf11d3670fbac4ff9b9ea5aa5f4296d9e4e045f08ad8bd05915,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_pilot/responses/task_04_ketchup_state_00_evidence_then_label.json,4945c7e061b0d0fc2fb7b26e671eee527d1207731851c0ce268757cdc70e7e56
task_04_ketchup_state_00,calibration,4,0,ketchup,object_003,d0ce0dab08d12ebadc2949e3016a9dec858f4dd107b55aeb908245b25e3a76ed,202a3b5620a98ca475ce0a98b20de6481ee9400ad8f710311b238a580fcf5b91,label_only,openai,gpt-4.1-mini-2025-04-14,C,C,object_003,,0,True,"[{""index"":0,""token"":""C"",""logprob"":0.0}]",1,1,0.0,1.0,"[0,1]",True,raw_label_likelihood,"{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",cd5f42cc3b32279a630675eb95b59ab0f2b5316d09155ab0f2b779a7b0f6227c,e25f41505845b893103f0477ababd977170c3e68a9f3f6a9f80df67e703a5a21,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_pilot/responses/task_04_ketchup_state_00_label_only.json,af7ce0e13306f84821df98259307f0727536778d647fe42266784b56289ff9aa
task_04_ketchup_state_00,calibration,4,0,ketchup,object_003,d0ce0dab08d12ebadc2949e3016a9dec858f4dd107b55aeb908245b25e3a76ed,202a3b5620a98ca475ce0a98b20de6481ee9400ad8f710311b238a580fcf5b91,label_then_evidence,openai,gpt-4.1-mini-2025-04-14,"C
The label clearly reads ""Tomato Ketchup"" on the red bottle in candidate C.",C,object_003,"The label clearly reads ""Tomato Ketchup"" on the red bottle in candidate C.",13,True,"[{""index"":0,""token"":""C"",""logprob"":0.0}]",1,20,0.0,1.0,"[0,1]",True,raw_label_likelihood,"{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",cd5f42cc3b32279a630675eb95b59ab0f2b5316d09155ab0f2b779a7b0f6227c,601340600949d7b3e75a451664c54836596e3fa54dd3927bc55d32919e7e1f4b,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_pilot/responses/task_04_ketchup_state_00_label_then_evidence.json,f3c3779dab0590fdb5f546f275c417972fd9d57c93aed9f4dc87880f8f88b48c
task_05_tomato_sauce_state_00,calibration,5,0,tomato sauce,object_003,b940bdb5e5cdd4ae5e157d59bd74f440124afb520abdf9f8b29b14662e7a2501,f91a6a93f745d599381ccf57fd17486b3ff6a17c05d44b1318a9f6051376432f,evidence_then_label,openai,gpt-4.1-mini-2025-04-14,"The bottle labeled ""BBQ Sauce"" is the closest match to tomato sauce among the candidates.
E",E,object_005,"The bottle labeled ""BBQ Sauce"" is the closest match to tomato sauce among the candidates.",15,True,"[{""index"":19,""token"":""E"",""logprob"":0.0}]",1,20,0.0,1.0,"[90,91]",False,raw_label_likelihood,"{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",4adb0e5df46fa275dcf22f99e6744c4283a3175f7e37f934cf9795a6a7cb3853,99e53056f8d04984c2b3c4d47dddd5db67d71474f28c42c2c564f01c7ad22471,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_pilot/responses/task_05_tomato_sauce_state_00_evidence_then_label.json,78b7a1edb6072b42a6a9bac3100de2bdf3c7f76b736eb376769fa7b00b0f416e
task_05_tomato_sauce_state_00,calibration,5,0,tomato sauce,object_003,b940bdb5e5cdd4ae5e157d59bd74f440124afb520abdf9f8b29b14662e7a2501,f91a6a93f745d599381ccf57fd17486b3ff6a17c05d44b1318a9f6051376432f,label_only,openai,gpt-4.1-mini-2025-04-14,C,C,object_003,,0,True,"[{""index"":0,""token"":""C"",""logprob"":-0.06405963003635406}]",1,1,-0.06405963003635406,0.9379490679261255,"[0,1]",True,raw_label_likelihood,"{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",4adb0e5df46fa275dcf22f99e6744c4283a3175f7e37f934cf9795a6a7cb3853,3a25780afb73e6931a648238b4fc1254bf0af3591b202fd7886271ce9debd2bf,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_pilot/responses/task_05_tomato_sauce_state_00_label_only.json,64b4f6d9a98681b7dbfee65948281a72bee42a9441428ce4071e75abf46ed3b7
task_05_tomato_sauce_state_00,calibration,5,0,tomato sauce,object_003,b940bdb5e5cdd4ae5e157d59bd74f440124afb520abdf9f8b29b14662e7a2501,f91a6a93f745d599381ccf57fd17486b3ff6a17c05d44b1318a9f6051376432f,label_then_evidence,openai,gpt-4.1-mini-2025-04-14,"C
The can in C has a red and green label typical of tomato sauce packaging.",C,object_003,The can in C has a red and green label typical of tomato sauce packaging.,15,True,"[{""index"":0,""token"":""C"",""logprob"":-1.5048530030981055e-06}]",1,18,-1.5048530030981055e-06,0.9999984951481292,"[0,1]",True,raw_label_likelihood,"{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",4adb0e5df46fa275dcf22f99e6744c4283a3175f7e37f934cf9795a6a7cb3853,c39338d1b908d08b240c1b18e92a48855126e645e6cafdf0f3c9d49814cbe503,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_pilot/responses/task_05_tomato_sauce_state_00_label_then_evidence.json,06be046f6ff848d0d91f6e1092981069d8119694a6986a7de50153c6e8722acb
task_06_butter_state_00,calibration,6,0,butter,object_007,65ac95184135d12787c3f634987bfe355a9dde51c9c50e5d69ab000584358353,013e1fb641c9a9387a4bd8e12f133e76541b89b9fb5307c694bb0dcd00360295,evidence_then_label,openai,gpt-4.1-mini-2025-04-14,"The object labeled G clearly shows the word ""BUTTER"" on the packaging.
G",G,object_007,"The object labeled G clearly shows the word ""BUTTER"" on the packaging.",12,True,"[{""index"":16,""token"":""G"",""logprob"":0.0}]",1,17,0.0,1.0,"[71,72]",True,raw_label_likelihood,"{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",60adbf4fe513a25afe51e507e0bbde836f4c35d7b45a4c7544afb4b4370ca664,da6ebb3c2fb3389d79f88a167e3c92a0ab67c6e83e8021ccb886080525ed812e,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_pilot/responses/task_06_butter_state_00_evidence_then_label.json,82a5ccbf33043f8d857173723bd9351544ee3913d9d2c69ad73b689c1ab6e661
task_06_butter_state_00,calibration,6,0,butter,object_007,65ac95184135d12787c3f634987bfe355a9dde51c9c50e5d69ab000584358353,013e1fb641c9a9387a4bd8e12f133e76541b89b9fb5307c694bb0dcd00360295,label_only,openai,gpt-4.1-mini-2025-04-14,G,G,object_007,,0,True,"[{""index"":0,""token"":""G"",""logprob"":0.0}]",1,1,0.0,1.0,"[0,1]",True,raw_label_likelihood,"{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",60adbf4fe513a25afe51e507e0bbde836f4c35d7b45a4c7544afb4b4370ca664,c33f50965399e223886cf3e3b613fb710ac3a94fe916cf6f387e739f60f56938,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_pilot/responses/task_06_butter_state_00_label_only.json,6f6d02f6205be5dd86a124e878a14e813d2e80db2fe6d2f22514e08b69e41dd8
task_06_butter_state_00,calibration,6,0,butter,object_007,65ac95184135d12787c3f634987bfe355a9dde51c9c50e5d69ab000584358353,013e1fb641c9a9387a4bd8e12f133e76541b89b9fb5307c694bb0dcd00360295,label_then_evidence,openai,gpt-4.1-mini-2025-04-14,"G
The packaging clearly shows the word ""BUTTER"" on the box, identifying it as butter.",G,object_007,"The packaging clearly shows the word ""BUTTER"" on the box, identifying it as butter.",14,True,"[{""index"":0,""token"":""G"",""logprob"":0.0}]",1,21,0.0,1.0,"[0,1]",True,raw_label_likelihood,"{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",60adbf4fe513a25afe51e507e0bbde836f4c35d7b45a4c7544afb4b4370ca664,a718fc327da92da325792fb45269b4410cc7c1c898dad7ea18fa843e7cf75d3d,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_pilot/responses/task_06_butter_state_00_label_then_evidence.json,1288aa69ffc01ece3c677d6a87456ce8d52d856481326e1f6246a7cc5b40820a
task_07_milk_state_00,calibration,7,0,milk,object_002,b6f94ba2ebc6a7a98c8b2c1d4f74312476ab580d5abd3bac76274778ec46d14d,16015e3a45b606da2472e2eba6355a621a44ecd31d105a234ee6d484296eaa26,evidence_then_label,openai,gpt-4.1-mini-2025-04-14,"The carton clearly shows the word ""Milk"" and a cow image on the front label.  
B",B,object_002,"The carton clearly shows the word ""Milk"" and a cow image on the front label.",15,True,"[{""index"":19,""token"":""B"",""logprob"":0.0}]",1,20,0.0,1.0,"[79,80]",True,raw_label_likelihood,"{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",63223fbc289c752ead5bd01d3e966cf3ac63d52697e8cc037103c6571a86d04b,0d77216df081b7ad2af288c0ea47492e0662a0b95288f2a6b14ff3b89ceee67d,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_pilot/responses/task_07_milk_state_00_evidence_then_label.json,099b1d86ff764a6c75f62a6dbea7b3de2f42b3a81ad17e8c05a7879404d87cd7
task_07_milk_state_00,calibration,7,0,milk,object_002,b6f94ba2ebc6a7a98c8b2c1d4f74312476ab580d5abd3bac76274778ec46d14d,16015e3a45b606da2472e2eba6355a621a44ecd31d105a234ee6d484296eaa26,label_only,openai,gpt-4.1-mini-2025-04-14,B,B,object_002,,0,True,"[{""index"":0,""token"":""B"",""logprob"":0.0}]",1,1,0.0,1.0,"[0,1]",True,raw_label_likelihood,"{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",63223fbc289c752ead5bd01d3e966cf3ac63d52697e8cc037103c6571a86d04b,c37c5958934afc9f81f8ee9811c9b5df63ab9fb7d2616334c73d4dfa5a254920,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_pilot/responses/task_07_milk_state_00_label_only.json,bad2e10d5ff33c619672e2094820bdb2eaa3f70606edd897b836caeb44451462
task_07_milk_state_00,calibration,7,0,milk,object_002,b6f94ba2ebc6a7a98c8b2c1d4f74312476ab580d5abd3bac76274778ec46d14d,16015e3a45b606da2472e2eba6355a621a44ecd31d105a234ee6d484296eaa26,label_then_evidence,openai,gpt-4.1-mini-2025-04-14,"B
The package clearly shows the word ""Milk"" and a cow image, indicating it contains milk.",B,object_002,"The package clearly shows the word ""Milk"" and a cow image, indicating it contains milk.",15,True,"[{""index"":0,""token"":""B"",""logprob"":0.0}]",1,21,0.0,1.0,"[0,1]",True,raw_label_likelihood,"{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",63223fbc289c752ead5bd01d3e966cf3ac63d52697e8cc037103c6571a86d04b,44bd6f2f89ebf73893c4a63a72dc3dc34961c40bc263e68f37149f843d3ff7ab,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_pilot/responses/task_07_milk_state_00_label_then_evidence.json,60ad6ba542b40d1aa6d638a8cbb068ac1398f3fa11ca09132908c099fb519bd6
task_08_chocolate_pudding_state_00,calibration,8,0,chocolate pudding,object_007,7625b8388e14c1834a6b6f69071336a0af16509248aac8b9164de935517d23d6,1b3034a3c743a1a663e6535d89e054f0cbed879422f33aed9a80fec22afe14d8,evidence_then_label,openai,gpt-4.1-mini-2025-04-14,"The label on candidate E shows a can with a dark brown top, consistent with chocolate pudding packaging.  
E",E,object_005,"The label on candidate E shows a can with a dark brown top, consistent with chocolate pudding packaging.",18,True,"[{""index"":21,""token"":""E"",""logprob"":0.0}]",1,22,0.0,1.0,"[107,108]",False,raw_label_likelihood,"{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",18555db544c6d2d1ad1fb4b9c6e23cc0ce9bceef5629ab56f544c3e0cd944272,660d1f319c399c9e7e522fdc36b972ca30c6011117932836354524dd500b2aa8,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_pilot/responses/task_08_chocolate_pudding_state_00_evidence_then_label.json,fdcead716691fb708a4df4db1d9bd0c743825b5e76f5aa1099e551cf63cb16a1
