model,state,target,target_family,posthoc_identity,observed_family,same_family,own_object_match,assisted_fallback,baseline_answer,baseline_response_file,baseline_p_A,baseline_p_A_lower,baseline_p_A_upper,baseline_p_C,baseline_p_C_lower,baseline_p_C_upper,ablation_answer,ablation_response_file,ablation_p_A,ablation_p_A_lower,ablation_p_A_upper,ablation_p_C,ablation_p_C_lower,ablation_p_C_upper,p_A_change_lower,p_A_change_upper
qwen3.5:4b,original,M12_Hex_Nut,hex_nut,Waterproof_Male,Waterproof_Male,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/M12_Hex_Nut/Waterproof_Male.json,0.09043123251391852,0.09043123251391852,0.09043123251391852,0.6240975266639054,0.6240975266639054,0.6240975266639054,C,qwen3.5-4b/responses/original/M12_Hex_Nut/Waterproof_Male.json,0.07888178532957828,0.07888178532957828,0.07888178532957828,0.6000864387396182,0.6000864387396182,0.6000864387396182,-0.011549447184340242,-0.011549447184340242
qwen3.5:4b,original,M16_Hex_Nut,hex_nut,Waterproof_Male,Waterproof_Male,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/M16_Hex_Nut/Waterproof_Male.json,0.1113198127550373,0.1113198127550373,0.1113198127550373,0.6346905770285164,0.6346905770285164,0.6346905770285164,C,qwen3.5-4b/responses/original/M16_Hex_Nut/Waterproof_Male.json,0.07888178532957828,0.07888178532957828,0.07888178532957828,0.6000864387396182,0.6000864387396182,0.6000864387396182,-0.03243802742545902,-0.03243802742545902
qwen3.5:4b,original,RGOCG16-50_16mm,round_pin,Waterproof_Male,Waterproof_Male,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/RGOCG16-50_16mm/Waterproof_Male.json,0.32814755585129296,0.32814755585129296,0.32814755585129296,0.458308791720382,0.458308791720382,0.458308791720382,B,qwen3.5-4b/responses/original/RGOCG16-50_16mm/Waterproof_Male.json,0.1099592784276834,0.1099592784276834,0.1099592784276834,0.4394803247753358,0.4394803247753358,0.4394803247753358,-0.21818827742360958,-0.21818827742360958
qwen3.5:4b,original,RGOCG12-50_12mm,round_pin,Waterproof_Male,Waterproof_Male,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/RGOCG12-50_12mm/Waterproof_Male.json,0.3780663703342484,0.3780663703342484,0.3780663703342484,0.403974612419343,0.403974612419343,0.403974612419343,B,qwen3.5-4b/responses/original/RGOCG12-50_12mm/Waterproof_Male.json,0.1099592784276834,0.1099592784276834,0.1099592784276834,0.4394803247753358,0.4394803247753358,0.4394803247753358,-0.268107091906565,-0.268107091906565
qwen3.5:4b,original,RGOCG8-50_8mm,round_pin,Waterproof_Male,Waterproof_Male,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/RGOCG8-50_8mm/Waterproof_Male.json,0.34140227701003606,0.34140227701003606,0.34140227701003606,0.45584309312950533,0.45584309312950533,0.45584309312950533,B,qwen3.5-4b/responses/original/RGOCG8-50_8mm/Waterproof_Male.json,0.1099592784276834,0.1099592784276834,0.1099592784276834,0.4394803247753358,0.4394803247753358,0.4394803247753358,-0.23144299858235268,-0.23144299858235268
qwen3.5:4b,original,USB_Male,USB_Male,Waterproof_Male,Waterproof_Male,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/USB_Male/Waterproof_Male.json,0.19290677758751126,0.19290677758751126,0.19290677758751126,0.5247501219310564,0.5247501219310564,0.5247501219310564,C,qwen3.5-4b/responses/original/USB_Male/Waterproof_Male.json,0.06708992268435524,0.06708992268435524,0.06708992268435524,0.5079296167491636,0.5079296167491636,0.5079296167491636,-0.12581685490315603,-0.12581685490315603
qwen3.5:4b,original,DSUB_Male,DSUB_Male,Waterproof_Male,Waterproof_Male,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/DSUB_Male/Waterproof_Male.json,0.45931090204341724,0.45931090204341724,0.45931090204341724,0.29114667983911025,0.29114667983911025,0.29114667983911025,B,qwen3.5-4b/responses/original/DSUB_Male/Waterproof_Male.json,0.2560209457766076,0.2560209457766076,0.2560209457766076,0.2643273445908843,0.2643273445908843,0.2643273445908843,-0.20328995626680962,-0.20328995626680962
qwen3.5:4b,original,Gear_Large,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/Gear_Large/M12_Hex_Nut.json,0.5587233286099362,0.5587233286099362,0.5587233286099362,0.3643985184750792,0.3643985184750792,0.3643985184750792,A,qwen3.5-4b/responses/original/Gear_Large/M12_Hex_Nut.json,0.7328685028212598,0.7328685028212598,0.7328685028212598,0.169998304587755,0.169998304587755,0.169998304587755,0.17414517421132358,0.17414517421132358
qwen3.5:4b,original,Gear_Medium,gear,M12_Hex_Nut,hex_nut,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/Gear_Medium/M12_Hex_Nut.json,0.44042806117806327,0.44042806117806327,0.44042806117806327,0.4955267141340026,0.4955267141340026,0.4955267141340026,A,qwen3.5-4b/responses/original/Gear_Medium/M12_Hex_Nut.json,0.7328685028212598,0.7328685028212598,0.7328685028212598,0.169998304587755,0.169998304587755,0.169998304587755,0.29244044164319655,0.29244044164319655
qwen3.5:4b,original,Gear_Small,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/Gear_Small/M12_Hex_Nut.json,0.5019451856974617,0.5019451856974617,0.5019451856974617,0.4225754817116553,0.4225754817116553,0.4225754817116553,A,qwen3.5-4b/responses/original/Gear_Small/M12_Hex_Nut.json,0.7328685028212598,0.7328685028212598,0.7328685028212598,0.169998304587755,0.169998304587755,0.169998304587755,0.2309233171237981,0.2309233171237981
qwen3.5:4b,original,Waterproof_Male,Waterproof_Male,M12_Hex_Nut,hex_nut,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/Waterproof_Male/M12_Hex_Nut.json,0.3816928477997116,0.3816928477997116,0.3816928477997116,0.5265367585411774,0.5265367585411774,0.5265367585411774,A,qwen3.5-4b/responses/original/Waterproof_Male/M12_Hex_Nut.json,0.6007388068455143,0.6007388068455143,0.6007388068455143,0.2536962899101856,0.2536962899101856,0.2536962899101856,0.2190459590458027,0.2190459590458027
qwen3.5:4b,original,M12_Hex_Nut,hex_nut,M12_Hex_Nut,hex_nut,True,True,False,A,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/M12_Hex_Nut/M12_Hex_Nut.json,0.4906622950564832,0.4906622950564832,0.4906622950564832,0.4371647253523842,0.4371647253523842,0.4371647253523842,A,qwen3.5-4b/responses/original/M12_Hex_Nut/M12_Hex_Nut.json,0.6991695150825163,0.6991695150825163,0.6991695150825163,0.17288933208593477,0.17288933208593477,0.17288933208593477,0.20850722002603317,0.20850722002603317
qwen3.5:4b,original,M16_Hex_Nut,hex_nut,M12_Hex_Nut,hex_nut,True,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/M16_Hex_Nut/M12_Hex_Nut.json,0.516789433902735,0.516789433902735,0.516789433902735,0.4198632719133723,0.4198632719133723,0.4198632719133723,A,qwen3.5-4b/responses/original/M16_Hex_Nut/M12_Hex_Nut.json,0.6991695150825163,0.6991695150825163,0.6991695150825163,0.17288933208593477,0.17288933208593477,0.17288933208593477,0.18238008117978133,0.18238008117978133
qwen3.5:4b,original,RGOCG16-50_16mm,round_pin,M12_Hex_Nut,hex_nut,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/RGOCG16-50_16mm/M12_Hex_Nut.json,0.2987367324598525,0.2987367324598525,0.2987367324598525,0.6130813927783393,0.6130813927783393,0.6130813927783393,C,qwen3.5-4b/responses/original/RGOCG16-50_16mm/M12_Hex_Nut.json,0.2774000719315941,0.2774000719315941,0.2774000719315941,0.5319439026817643,0.5319439026817643,0.5319439026817643,-0.02133666052825839,-0.02133666052825839
qwen3.5:4b,original,RGOCG12-50_12mm,round_pin,M12_Hex_Nut,hex_nut,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/RGOCG12-50_12mm/M12_Hex_Nut.json,0.2514210035316664,0.2514210035316664,0.2514210035316664,0.6364843816245749,0.6364843816245749,0.6364843816245749,C,qwen3.5-4b/responses/original/RGOCG12-50_12mm/M12_Hex_Nut.json,0.2774000719315941,0.2774000719315941,0.2774000719315941,0.5319439026817643,0.5319439026817643,0.5319439026817643,0.025979068399927696,0.025979068399927696
